Medallion,Number_of_Rides,Total
7A3E5F967B2D11A6BDA7884C5C49FC85,18526,272790.0
130464F715A04F1ACBFDD2FDE87D4998,20746,272789.0
3461F0C844CCE0E649855083A5200F10,19510,272716.0
6D055E9392296B6B891E39DED7754511,20615,272686.0
CD156A05ABAB47BD721A1D69BBD9017A,21384,272670.0
EAB479A33FCBA0B5C34439288141E9CB,19189,272659.0
915D5155B2A1977B71EBA5029DB58B11,17572,272651.0
1E7F799C31834B6E8E396A8DA27DB1FF,19415,272629.0
5174323CD9234A24D5C94D4C1B9BAD18,18469,272618.0
0077F5EC5F4A9AD15F4DDBB24CCFFD02,19316,272612.0
7C4213FD4F01493DB3D3510EA119E9AF,19485,272593.0
355ECB19CA66BC48C540DBD03FB07D98,18147,272572.0
69ED9B170A650C30432614CA70777B3E,19844,272570.0
A0165D61F2C49C3E1F446CBFE3BF2B97,20677,272538.0
2DB2FE50E4DB894E1D4453D2D19AC355,19372,272508.0
BAAC72BF93F2D99F9DC0CD38CB53F96D,17071,272491.0
CB08D53479C1B4FD0BEF3650C5004112,19018,272478.0
99DC8B92B9DD3926C5FDC362893ED8C3,19837,272474.0
7F7443F7300F315546ED0A8664C0ACEF,19037,272469.0
76CC1C15F042FF0C1591816A14C70587,19130,272464.0
2A08322661D6B006DAF4F9BD3BA587D8,20351,272420.0
81A7E4315AC67DFA3AA00717C2600901,19708,272418.0
423C3A7B659B19EC5DE6BD1FB1E290D2,19536,272415.0
0C5296F3C8B16E702F8F2E06F5106552,17420,272395.0
4EE1F46354C254D6A62A581E53DE9DF4,18138,272345.0
8C4F18BF18A8ECAB898369409A09CC17,17689,272339.0
F4E06D0AF22F3664327BF6C04FB7DB26,18946,272322.0
8384E4709B5CAA7B421FD85871AD4FFE,15299,272292.0
20D3271AAF0E8C53121558CD4F1BCC70,19474,272292.0
97E2116EEB09AF20718CC464A13675EB,16533,272277.0
AA7716B044CE4CBA7C195E0176AEADF3,19215,272243.0
C236E5ADB769D66E1F08F19DDD1621DC,19635,272236.0
718ED0E92396B438A28F19AB0DCAE989,19303,272223.0
C27B5575D85789BF12C70FE5D7DA0FB8,18881,272217.0
496644932DF3932605C22C7926FF0FE0,19198,272185.0
13A5414AFFDE26BA4A3510BB3414FDCD,20014,272183.0
635E404F9572621472751B82C86724FB,16715,272141.0
F73A20B13CB8DDF20C3772B9A6762144,18346,272090.0
9B69C5971F62F151BB1C412B35090015,19685,272070.0
88D6F2D2A1F51ADA378FAFFB58045D0D,18654,272056.0
1B5C0970F2AE8CFFBA8AE4584BEAED29,18693,272008.0
21F7D9C33000FF1E80A9581AF6BC1A4F,16916,272001.0
E61754E6FDA8A5C4C54FFD12E5F80D8E,19119,271978.0
5144CB0982C5925EA474EE1FB26E6E8F,19048,271975.0
8BB44C8B56939C6D2399DAD321ED26BD,19415,271958.0
29F3F5A0DCB25F2DD825AD95E3DBAFC8,19021,271928.0
76E2426150473A0328A71B36A83B1568,20569,271919.0
DFD66E629520D97627CB15B92B01812A,19177,271904.0
6810E0AF9142630FC3B6E30A9E8C6820,17940,271890.0
20B235B80E6D5CACBADBE8BA2DB0D359,18635,271887.0
890699222C47C09FBC898758CEC69762,18668,271845.0
1806525EED22FA486A97A6664D2C796F,20130,271836.0
B0FB9C0924FA799213EDEC2CB5A93757,18663,271755.0
D42098D261108253399EED5316D41CD5,18791,271752.0
B51E373D4B4CB185F28F717262C59233,18315,271750.0
00FD1D146C1899CEDB738490659CAD30,19720,271742.0
33CAC2F348BAABFDBDEF77D4E4A888F8,19176,271732.0
3E5703FEDCBD06883431F9A52AEF6796,19279,271721.0
E382AC96D9E9E3A86DFC268AD5D2C4A2,19170,271671.0
3CFD1C595A6794446EFB1E02B5005F29,19961,271635.0
62466D7C700FF53E0F422E5A4A90B9EE,18541,271635.0
6F38771E2ED14F0847A840D6E1A270AB,18361,271628.0
37DCA5FA626EC97DD2DF9012103D88BA,18329,271620.0
99F054D1DBC68AA8188E60B3218A03E5,18803,271609.0
0C9C589C0AD57ECCB633CB90A33DC37A,18680,271598.0
FBF86EE16FE3DB2A80810E2752E013E4,19087,271592.0
46F22BD2F47EA00D1BBDF19492A746D6,19385,271591.0
ECA735703DC2AD8ABE86FF22A9325CDD,19279,271559.0
5E58DD84EB159B99D70618A36987F3AE,19579,271551.0
8F42D6096ACD62275A983B7A66B1E30C,20355,271528.0
EA2D23313A561CF88E0BE68B5659C8E7,19585,271518.0
7C7F7C78F1ECB5625E1F611E711DB449,20315,271511.0
9C79E336DE8988E71F83F98D4E9210DF,20272,271479.0
92DB31A2A284980C0F711C622EB5823F,17578,271471.0
06F7086BC8CC3CB629115748433379D2,18424,271457.0
1EB647AF151777C472FF673CA2A7ECF7,19657,271422.0
308D2C9D359EF1B0E98A3895EA56EBE9,19058,271413.0
F818A29F9E59D6256DDD6CD4C4FBE841,18774,271408.0
493E7E2C8EFBF7BA962F9BE5793596AE,17564,271407.0
8C8A1481A019901E6DD5E4FA3C49C61B,18938,271383.0
D21DB611875C1E517F2351827A4FE102,19369,271379.0
8EFE467A2378D86F5E932D16D0BAD84D,19860,271375.0
B33E704CC189E80C9671230C16527BBC,16835,271375.0
D30BED60331C79E3F7ACD05B325ED42F,19554,271347.0
91FD7951320B9228789AF90613D90254,8323,271342.0
C8C0883037778AB88FA31A0A673DC91F,18809,271339.0
CDF79349B6034EBFB44264FFDC07DE56,18137,271294.0
59E8BDEBA9E2E83AA2D3664A3E1CB779,20140,271272.0
EA05309C30F375695F44C96108ACB10F,19046,271269.0
211BE2B5A5FA9A2F2B35CE514C0469EB,17813,271232.0
5AE3B5CB66372E9C590F815E573DBBA0,17650,271229.0
57D53493E189E15442CB027CF94BB05D,17117,271218.0
E9FD29C830D1C3D9C06B5D34E959B4B4,20779,271150.0
0A98C39EFB8FC144AD266417455C13F3,19257,271141.0
7EE08BC10C051AA85633814336252B75,18562,271130.0
050E71DA009681B177455E36A1FDB041,19142,271109.0
021F462020C597768EA0562F1906ABBC,19134,271101.0
2EF20126A74EC08C5DAFBDB13A9056A2,16354,271082.0
066E412905F56CE0CF60D9393627A978,19385,271030.0
8755DA3E2498B28DF1C7797BA598D64B,19300,271005.0
FB0E9C6498122E383A2D4E2D13A5D3FF,19839,270999.0
338AA5E5CCF2B215438CE6EB2069D8F0,19463,270987.0
9BB803DFE81D89F77C37D4C05BB1ABA1,19891,270940.0
A89CCEF59EC2BBA51AA1ACD372917EF5,18878,270915.0
489F009CAD7DBD3A74B2C017524C604F,17727,270905.0
E3C9362BD3401E66B789329FF3B93849,19676,270888.0
7CC2A5582252E9E83538E3E2596023AC,18830,270858.0
FC4DA85213228500952BAB8F700A8ACD,19209,270851.0
9778F6C719EBAB11DC0751489B8B9107,19524,270846.0
984768C26629CD5DC9A0106AECA71200,20091,270844.0
E5DA7E65771D6E4182E909FF3DC71A3E,19239,270825.0
A0432BA6B2E7C5B7DD23179092E551DB,19646,270800.0
490E6DB89E3245492CD44C4EC75E2021,20040,270778.0
9E75437F7E31C730539098A50A9C7D56,20150,270720.0
5A9D2D282294D7BFF145459E95A654C3,18812,270717.0
8850E47A52518E260C8F2CCF673578E5,19414,270686.0
E705360ED8FE1AA3DACE423A2FCBFC2A,19363,270678.0
FF1E7C4C0DEFB8E917DC9E35A430FCDE,18900,270654.0
7D84C0EF9970B0A0EB736B5A077E109E,17921,270638.0
F3E844649503D2A5A44DD729348E7336,21103,270627.0
78C1CABB85CA9181D27FEBC68960037C,19089,270621.0
DCA5B656936A327028F9BE52BB3A95E9,17764,270598.0
A3B82BFEB384B8C157A7C768E70AB5A1,17846,270573.0
3BDA0EFDF2D87941CDBA6000CECA491E,20000,270567.0
54EC3864DD7CB3DAEB7FF9D200EA82D4,18642,270561.0
486BEA0045A5062C2A23E631CAD24060,19718,270533.0
7E9E4350AF2B8E606CACE1E05C75140B,18405,270516.0
3CEEF5BC77F6BF04C422E4B82A3306A1,17849,270464.0
9FAE79AC2F96DA75478A9BFEEF885B86,17735,270412.0
2148A1BACB1BA6B9D69828B6DC6F6E02,20410,270404.0
EA454CD5D386492F60B9D48C652E6BFD,20069,270403.0
861E45B4564AD304CCE697D477CEE627,17226,270401.0
08CED443036B7C30AD47C5D1AE3A34F7,20132,270371.0
468244D1361B8A3EB8D206CC394BC9E9,18424,270319.0
133F5411638617AE260B643954683602,18255,270256.0
24E01BB2FCAD71BF03D320896921B969,19468,270185.0
B0B78CD05C8A1737E24F87459FC04B33,19620,270179.0
5BAA424F00F10358D10A8DCBBEDFDC27,19315,270175.0
474C0EE2B16884B48A8FEDF1C2B2C4F7,18080,270165.0
48B074F47A4A772259109B20B0F77BBE,17443,270161.0
4DAFFE6DCD91062165BF44CE3168667F,17847,270152.0
185DB975730A99E17D05E4BFDA3888F2,17418,270150.0
149298F6D390FA640E80B41ED31199C5,19182,270131.0
CB9AE33D348F54F15A3F2046A1125EFF,17890,270109.0
0545C6C1D0CDD74064C4B99C962BC0FE,19381,270083.0
E3A7C43E6165C3553115D39E06BCDC39,18104,270081.0
723CF4D42C953299AF3FA8C6EADCF98B,18778,270075.0
25D566E299C678396527A8C909AAA038,19182,270070.0
FC229C5E8895E11202ED3AED12366745,19686,270044.0
69BCFC48B3A1A89AC54459397E990640,18684,270020.0
88F1ED99BE3AB6F6B87BC732A6C58303,19590,270010.0
A18CC3E9191D21F604DFC2423916E6A2,17931,270008.0
E94415B1E66A2B465692B2EC4CDBACC8,20312,270001.0
B35408034074E9A6C2A36C9924B9970D,19344,269987.0
17B381C92B9EDA2D9147C997CC492CAB,19059,269968.0
22EA718B1B668027A26F1A817B608AC1,18935,269941.0
D2B347756DA9B4B8A284E45499A3538B,18238,269893.0
65ADEFE3E16302E60A97117763B8084B,19853,269873.0
3ED4E7D88590E8D7CE65DC435D3E0C5E,18245,269836.0
C67B3F532E2F524CF609F18AD2D69FDC,20391,269815.0
D9D2E5D0BA741A948E1FED41C3D0DE90,20029,269801.0
CDD5FEE98453AA7988C3478FB9EC2582,18816,269799.0
F2BBF25EAEA65ED65C068F3608D97634,20236,269763.0
ED3A87B7283F4755AAE15671D9D36B12,19817,269755.0
798452AE1E4F97CE2B491F9590861FEA,18626,269753.0
652A55660710A84FF76B1B42B2DD6AD1,19788,269742.0
CD483CB196E3505057E48C94FD89233B,19059,269718.0
EC00DC0ED8ECDAE999DFDC80FE92EF29,19254,269706.0
FE859278A52B5C259C516CC4FDBD73A7,19601,269665.0
C638AA61940FA24F450ED032D64F4C89,18539,269651.0
B9182BF4BE3E50250D3EAB3FD790D1C9,19091,269647.0
C51FD952A7BDFEE79DEDDEB3093BF8D6,20003,269607.0
67DD83EA2A67933B2724269121BF45BB,17396,269597.0
A7EA82551C3F649F81131138234D5167,18506,269556.0
CD81C86F2CD57665DF1D8E7594463A18,18293,269546.0
BFA98FEA425474FB7A517F5639AA172C,19900,269516.0
ADC45292B6722724755876F31AB12898,20622,269503.0
E6CBD14C47342E77A2C66EC4DCB086CE,18909,269462.0
B54079BCF8BB00E286A4E4EA2192FEB6,19537,269438.0
22D1934CF861B8BE43F10FBAD93FEF69,18433,269413.0
2F4B29AD31650FCC8C0703A765CCEE25,18935,269348.0
F3272C936A648041DF7E5AE7401C3E5B,18750,269347.0
11B683D81211E96F472173C69D4632D6,18471,269344.0
CD6A088A792463164A2D09D07F8AC995,18943,269340.0
6598E90B804B0A5472348BD1B8F7B686,18904,269338.0
8C3DB699DA9D5A86780602001DF0892D,14841,269326.0
4E695302F1F40D2FCEA4CF652E1E5469,17726,269310.0
113C86713C13307246CB77DB753B339E,18725,269300.0
4B96B1B864EF6881D3597798C34B38F5,18577,269292.0
679623F01B0A93C8D194535D7ABE3BCD,19645,269282.0
FCB1BF2054823AB4F0D2A35BB5A26A11,18341,269281.0
F6CBA8F054A17F0D2C6F1F15B4CC75AB,19891,269227.0
214DFEA924058D63E6F5B3F34E2B8162,19694,269214.0
13161340C7ACC3E435FB6DC0042C72A2,17582,269210.0
D3185D739F7471BFA3C8AF99912DF870,18338,269205.0
A8430775C871577D8EBCE95FB00C9725,19174,269200.0
54259D803495CD413248952C07AC3B87,18555,269199.0
3944993D129C098D2F5741902B9995C2,19415,269195.0
9971C99B04C4D75DCEB072824320C786,19369,269194.0
A841715B51C500577DCFACEEA3430505,16937,269179.0
734229D43F435D8818DE3682F2712164,19176,269172.0
BF0079F9117DFBDC6E5C7100B42E7E46,20070,269151.0
0B8DEA546FCFECB11D6B87DEF6FBE848,19940,269136.0
2C2E0B5AD936B37DBF07489F91A1115C,18876,269082.0
842EFEB7B0FB42096D2CF52C15660755,18887,269078.0
0F361B5BC38B462C0C1D4CDBB64E1324,18063,269024.0
0712D9CBFC2BBB6C30BEBF1A8AA5F482,17375,269009.0
E264FC0BE09695A6108CEF4DBA847596,15746,269007.0
684517F15003DF58C998F959C8E79DCA,19637,269002.0
A10A65AFD9F401BF3BDB79C84D3549E7,18847,268985.0
2D504DC99510EA6AA21F5A678DCE4EC7,18321,268972.0
66FAC243C1B65A1F4991FB6EB623DE3E,19654,268966.0
CBE2015D17B8641EADA0BFAD797C86FF,18174,268958.0
743A18CE624F5CB5CC1E9BF91C0C7110,19384,268924.0
1DB26B77B7E1F92921D52EB3C2FB278B,19484,268908.0
FE18B5AF06D5D60787220851C76E3B50,19205,268884.0
BBE08B03838BC327B8FE3E582451E555,17533,268869.0
4CF38C0C5DE00C68B5AFFF44857FE359,18969,268814.0
24BBC0F0660705A705213997B408E775,18648,268814.0
E680E610E4CCAD52B97B84CBBE6EAA8A,18378,268794.0
D50F5974294A3AC413B8291806D46433,18842,268764.0
409A7D183DC5A3AB38338C4A700A8DFC,18254,268760.0
836A9E45326696CA3B7B9F29274D7AB6,19223,268737.0
586F4E5D4FFF6B134C6C9E796635B166,18616,268711.0
645FE6A8CCD529B22AF8BEEA58A8E514,19508,268695.0
9FC72E96181AB081BE2F478207477FEE,19472,268685.0
E6B521B1B859E2332125397D6CB6567E,19382,268682.0
98F8524CD15B7F916F70DFA0E9A6B2AB,16933,268678.0
C8FAF99315CF86E148288ACA8FF861B9,19346,268615.0
8D8BCB635B9DD8552169EF724F8B31BF,18128,268548.0
59F15CDE7759C0E951BDEBA648620422,18783,268493.0
5E1722ADBED17424C5E89AFB5936028C,18494,268482.0
BE776736949F70303CC31641CCB07179,18855,268471.0
E661DC73F004CB64889DF4ADF348317F,19657,268470.0
7EFD9F4D492F2B5A3483C79E8F864AE1,18955,268424.0
C29F5EF36E323787A6754C3583474A81,19647,268403.0
42FF2B1840E92C89FEE2E64FEDF8992C,17769,268397.0
763D5EC8621ECBB6FE618CD5E383BE95,18717,268388.0
6667FF102AFCA0CA9135A54264F78144,18600,268366.0
4D032F40F4035A9415C16ADC6B557E1E,17678,268352.0
96BDDFD03647F713A428CCADC82F41CF,17306,268334.0
98A1FE3855455AF12BC72F7B38AA9ADE,14597,268308.0
981161555DEE587A5BC8C928CB2514AE,18881,268299.0
FB6F187E4B4D62C0AB9A77A7F10D4B90,19284,268295.0
3DB4F25A35232C7780382654BF176A31,18716,268283.0
1030FA3DBF88C1A028101B88431C486E,19615,268277.0
7D86872E7E9D5997595E6CEBBD6D6900,19465,268275.0
80AAB81447562F924A50CA6DFCFCDEA1,17570,268273.0
C774BC34AA3A456E49A2FFAF3AFEB751,19387,268247.0
DD7ADFFAAF8ECAD476E8D92B33F8D0CA,19055,268240.0
D2143B80724EEE26C42783AC6EE6C481,19174,268238.0
67E71D24AF704D814A0A825005ADA72E,19309,268235.0
3F28C8A6D7D660D90AD99C7A49AFEC89,17540,268211.0
737CFA44A007302E11B286647F09C762,17881,268170.0
C1EE9312C2AA604B4D6B1F5FF9A3366D,18972,268133.0
7AB77AE7CB54A6F8297D781D4E4E57A0,19798,268123.0
41636154FEC252058DB08B56072C7B00,18672,268123.0
535A73100304DAECC74E2727FFB245B8,19538,268107.0
4728FA63A46613319446ED726626FED3,18258,268064.0
6486AC7204FA949CFA6D9F3BD738462E,19656,268063.0
FCFB182714F07B5310A65B8E0E6C597B,19569,268060.0
E31D9B3DE7424DE086E8ECED02CA5842,20403,268059.0
90D1411F00747A989D9CB4247407375E,19157,268043.0
29DEAD35477D23DF0B97CEDF34648F38,17968,268042.0
40DA10E6144ADBCBA2BF1AD61D0936EE,18738,268036.0
AA5DA32A45ABF4F64F3AC01A4AD00B0F,19047,268034.0
57DB2B9F664268BAEEE62CC12F34F18C,18494,267970.0
361C97B45163AEF83A5FF3F76FAE1A8A,19210,267964.0
35F0522181AE560EC9817B4B12B60EEE,18150,267898.0
6B6E98290E2BC0F44E0E397AC147637F,18374,267880.0
DFACA41136968CD70BB40B156E9E5A2C,18823,267877.0
9202653FEF132ECCF2850C7E560CDE08,17947,267864.0
292BEF6413676773D0DBE0E0DCAFBDAE,17934,267851.0
71700D09774B1D25D75BB942E8DCE387,18100,267841.0
0DFA69685EB206F82C9449ECE4ADDB29,18863,267833.0
8EA6B9F7A2E7C755A2F24B80BB186584,17286,267821.0
F3E2A4B1FD905E4E16BDFB7DA21EE05C,19525,267783.0
7B9D4D491DF778987ABD763F2236F699,19294,267776.0
286EFDDA8BBA68C505EC71E0659D598A,17940,267758.0
A47FB1D347752EB3F11FFB63A5DFC86A,19449,267739.0
A137452E7A154A884D481DC87CC26F62,19659,267706.0
55E5A82710E4DB01BF411105F6EDEB7A,18614,267705.0
1FD0D329C5E9AC86141FA598026BA8A5,19048,267680.0
372585A5D119EB820B76B00756638460,19054,267680.0
C9BA01A8C25E21E06CAE5602B173C570,17543,267626.0
4E680BF437CA6FE35FAF518EB6846DB6,19784,267602.0
5CE2826C0F9CA5A1FDF4D82D04B3C79A,18355,267588.0
E4823C782909E00D2D1BDB81F3C905DA,18936,267577.0
B80D1FAE4685CF29C332F283C7CBFC39,18391,267567.0
D9ADBE8E88F3535CAA47AC9F3B7D9C99,18060,267540.0
01A2F4366180AEB433600BAEA196BFC7,19948,267535.0
738407C1675276927925C186F19C2DEE,18483,267511.0
7CD0F3BB67ADB79EA429A4CB238B4D6F,18131,267510.0
06EAD4C8D98202F1E2D7057F2899CFE5,18235,267495.0
58EDD02C5AD767DAFFEFFA1536A0F948,19101,267424.0
9B9C6067028494C2E47DA7FDFA39E506,19012,267392.0
889230A3561FAED3590C258FDDB97620,18078,267389.0
EA51496CF24351897B5F1361928397FC,18127,267388.0
B505BF57EE08B47D1A9A28F746C46A37,19221,267384.0
A78FB11E77D58F9A689DF4AF3A1F86AC,19275,267357.0
D472ED56226A942830E174B6012A8C5A,17754,267353.0
F24AC9E40A0A8F63778953AC56789FAF,17916,267331.0
DBCC3334A5B2E6574CA3D55CDDA4B8DA,19765,267324.0
267ECE592F70FABF3FA0AA59F50A5B7E,19861,267278.0
D5367E940A20B9D2550BF7CF7AE01681,19642,267260.0
4A05D2CE2B3DE8311E71D9DED8E5BAE4,19329,267257.0
C0762BC45D1DFFA5B4A8FC94D3D09D6B,19927,267236.0
FFAE0B4090E31DE701697F7987164B49,20253,267235.0
558FB5FF90FBA39CAC6085E4E4B6609B,16942,267222.0
ADDAC556390FC6816D2F44420511C282,19226,267219.0
2A8A409638073727423494DC17E89B75,14234,267166.0
728C7F8BA6719E76F0D5CD72A3D21D4B,19489,267163.0
BC4E8A8FE24AEC698ABE084D2429D820,18977,267141.0
2FDB9B683A5925293DEF01C2AE32F9BF,18383,267136.0
739540B8D61BB50FBAF51509EECEEA75,19313,267120.0
8A5D3960BFEC84E4AFB95F635FFB1217,18597,267120.0
859015006B86E24555926C8FF4BAF9DC,19280,267109.0
930A4A40C9BC9ED01468B55457CE445D,19237,267068.0
8D6E013EE49779F8B31F595F1E5F813F,19028,267048.0
B398688FDA8011E48375C81B5DCEF860,19251,267038.0
9B251EEEBFDFA4847402C6CA6EFB3A59,19418,267037.0
FEBFB5478D15AE3E06E1D0CA674A4C38,15358,267004.0
A8998DAAB5B9AB4BF05BBEB3870BE326,19717,266952.0
93016230D918385B81DBA8E407F1FE2D,17798,266937.0
BF0445196F40892C2E39501333833245,18034,266922.0
723B5809862054401FA26A9219A45FC5,19990,266916.0
676268AA091F2D3192FE2569466B59A9,18069,266905.0
F3BA458FFB70903630ABF3332CB983F1,20459,266888.0
53796D7A77A1318785653D211B5B1F88,20531,266886.0
37E179EA8676577E99A374652E002E3A,18908,266879.0
2485C93000769827C9382442D3B943F2,17851,266871.0
75D3D879AA6857C016E3F1691D9ACAD4,19968,266863.0
F03D052C4CF17180E9E66C0277A558A8,19737,266843.0
AD67F318FB85E0CB6A46F9A568A71D6B,19483,266823.0
7D93E7FC4A7E4615A34B8286D92FF57F,18428,266819.0
A007FD8150FC76DE7960300F76F8E426,19337,266815.0
A0DEAEC3D5592AE94B876356F12F8158,20554,266813.0
CE423C54E5BC3FAED4A07B4F64742172,19303,266803.0
0CB35227E0ED3889C33974E137C76739,18428,266792.0
75EE5A7E8B24FD2B2FB715955834C524,18792,266775.0
5F4219F33AEA8DED4CC93645141D998F,18639,266772.0
0081EFFCBB2AD30F9D85B3A07F5EAB45,18212,266772.0
0A0D29B8052DFAC824AA63B718BF0A20,18710,266728.0
080B05A11C8D48FE44186400F84881B2,18343,266674.0
4C005EEBAA7BF26B84B21586332488A2,18704,266670.0
11708918FFB9A8771C6777EDF6F636A6,19254,266614.0
A1373332FE997833B95FB1309B5102C5,19052,266608.0
612822F590032F7D3832E96CE3663368,20233,266593.0
25C7632E1C5EF7337F7AF363984521D2,18847,266549.0
E80AF654AD7B3785081B6F32561A1043,16419,266548.0
44D0BCB7CC7BF149FD55901023D472AB,19127,266524.0
DE8C20D3CB4536C7881386E913AA634D,17905,266510.0
B0053FF54D4CD3D52C1F1C3730B32127,17326,266411.0
1E76B5DCA3A19D03B0FB39BCF2A2F534,18313,266410.0
552CCF061B871F7179CC0357086CB42C,18107,266407.0
97A9DAC39633313FEECEC40D6A94E9B8,18517,266407.0
8E03BAB2AF11E1DC69B2814E2FDD2D43,17002,266380.0
237A2696AB1B0BA9D4159E66B3809F2B,18852,266370.0
741B394D16E2657A79661A051F9C5D90,18322,266354.0
85B6168FC88F4914E4741015B1678BF4,18282,266352.0
DF66E82A3D6910207696FCDE16F884FB,17996,266320.0
B479223C76B270CEC314A753EC5B5F02,19755,266317.0
B0BA39D390D7A9FA1939FF4666EBF25D,18817,266293.0
DD8B42664C68A4C8150C758FC6329C27,19286,266289.0
95DA7A4F6B30D1F8ACEAAAD110DF205E,18920,266281.0
82B9C5EC0BC1B6A290C6ED1514E89FCF,19913,266247.0
8B8D3A06CE1FAD14B5ADBE5BE40C77CC,17746,266241.0
E22AB8679FCC7FBCB81BE56FD5BB2C3C,19479,266185.0
BCF3D4EBB257C316FA4B375A0A92FA0F,18644,266181.0
93802B2D5A792266C38378CB7AD9FB11,18621,266177.0
258B2C0E274744D6C81899A69F783519,19005,266175.0
1927FA75767B8BF80452FE39FC8A1F44,19374,266160.0
B38262AB7D12F6B7CE35A0456889097B,18462,266148.0
91780DA9C84994529AC6420FA2FAA198,17599,266137.0
49B8C46F115372D690549B4393A90F74,19895,266136.0
C6D848290D04F67F2EB6B10EF1C4C092,17705,266110.0
BD3A6AD773AE2424DD1C7B1B7953E1B2,20091,266098.0
83D8E776A05EEF731E4617F3CC9A1572,19268,266089.0
5FE158E1BC241CFC95FA7DFE7A0A312D,17339,266026.0
14475F676B7A5D14E50D773D71FE1F9D,18670,266017.0
2DE23D4516D572D83A6D8F0CD7DF13F7,18823,265972.0
9F8BAC4AC645D5C07CBF57E4B20913B9,16939,265969.0
C9228A28985B408E3A0D87967EDC951F,19141,265923.0
CDBBA0B71AB23446684338AD67DA5CA4,18482,265921.0
7F3AE0D21D3846759CA20FAAD7BC5F5B,18659,265909.0
AC9CBCAAB65B6F1E063F2DA7F1E3F84D,19050,265908.0
16129167D9E7B0846DBA3D04B78E1B8D,19232,265845.0
0B10381B3ADC2120244F34E1FEA0A008,19841,265828.0
49DA8DB3AA5EDB1E24E056276651DD21,19790,265817.0
C8B8275A0147C713B41A9022B4403515,18615,265800.0
3591DA4E49ED5705C79A8FBD75A8918A,18691,265800.0
03665EC3069A7D151C3AEBD772F2C75C,18149,265790.0
5AB1790349552C601166122F117D8818,18716,265751.0
64AA3412C7E29AA863D269B2A345A039,18089,265737.0
2A7C1AF76D40C1D22AFD91EB8D4D7BAF,18576,265734.0
D50A71723971D17F3ED84996BEC2E5B8,18355,265727.0
6DFCDEE8A2D9B411A49C9C5CFC809440,17610,265725.0
669757ABBCD50D49F8A25A1457F8D94C,18778,265713.0
0321A1CAE98C6F5BA5E41ECAA8FE50C7,16710,265713.0
72D278FE7D0584207BFFB27D13A6A094,18685,265707.0
AB715D0455C3D9C66CF59BE0E961BCD9,18584,265703.0
6D5330EB76302FC7103F9D26B21CD5FD,18837,265671.0
B4A5FB8FDDC10749450C3D1EA6CE9277,19366,265652.0
67BF305970B8C8584ED899E327ABC3FD,18359,265650.0
B2BA3ECEF1A3E52EC857E5582B51C2F0,18980,265645.0
7EEAE7CDAFC4D42FEF61D5F69246F671,18858,265619.0
D09C4DF7BC04B747DAAA991626F13158,18470,265582.0
39BF2487AC5CE8E8054632A0D99C4C4F,18753,265564.0
AD1848EF6C8D8D832D8E9C8A83D58E32,19133,265557.0
28172009F5513B25F4091C0929C4515D,18934,265513.0
C29E2A71B25E3EEF9009786AD725E30C,18458,265505.0
A1EF5FF23D4706BE22F1C1904060ACEE,19254,265502.0
C544D9FCC817378DAC591C7141FB080E,19023,265497.0
FAD8F35B10C5AF042238FF6597E41A61,17660,265492.0
149A92B8245C8A5CD2165B233917A81E,16488,265478.0
2092EB6001D3B498DEE50B5FF2367FCE,18701,265475.0
636BBB89AB974600AC0EAB8660DEF3A5,18798,265473.0
8E64A30514DAC9AB727CE9FDBC28666F,18588,265452.0
35221250971BAC3642A90D543E520AD5,19588,265445.0
FCB77A4DC391E46334050330DF0D51DD,17593,265414.0
E9ECAA3852ABB734244A2DEE0F9204E8,18713,265413.0
757AF98FB61CD1EF22A61A87084524DB,18346,265398.0
054771E4F54E98A8ED99F1AC2CE4BA4B,18974,265391.0
3EB2391720BCE59C9B8BEC5899A4461E,19699,265374.0
E79EA450C7EF733BD96B17DC9752EDB9,19406,265355.0
A6086D46B46031992FE603D412D80F8E,16926,265346.0
84A517403D0273650BC382E8307AF97A,18345,265344.0
E54A6159E17B9398A80A2BFEB5D9ACDA,17447,265335.0
9C7529504DBF25D05C71B54DCC6892D2,16218,265331.0
4EA2B2B6FA3CB73124F34B6FB6114584,17081,265324.0
4338EC8117522C14D319211328017A73,19411,265324.0
9511C3CF90020C2E9F2991A2C51A5EEC,16917,265297.0
83118B0A29A3960D2FC5D6381A0A931E,19216,265293.0
993E3FBF0C59358C609E53880A04F8B0,18956,265283.0
00E67F2CAC914F384C9803F02C7F85D9,15275,265234.0
C49D473BFF66F1393DD82091A69FBC49,18797,265232.0
6C2FA93D2F3E5580B617EDEBFF33AD5A,15975,265229.0
AFD4ED8962C18BFDBCBA5DE63F37D1F4,19692,265223.0
8D94D22A89832673875F92B80ADB012E,19155,265211.0
A4A65E4C0BC3E9A4C3BA8106B567C4AF,18678,265203.0
7AF1650A61E99C328993969DDEEB639A,17533,265190.0
7D96FCEB1EC6DA449B5E8A6AE997F870,17748,265176.0
975BD1FF75EFD1B9C7EC8CB574D173B2,19025,265167.0
C0A163F0F8C07CDBABE65395EFDB06F9,17081,265163.0
E65CCBDC839EBE91F26A10D85716847C,18396,265155.0
FC33D28148829383E2501520F7FDBF00,19222,265143.0
A32F4B12D699E84231D390AB0CEB4D52,16951,265123.0
14581655B9201FAB51523708396522E5,20412,265102.0
EACCD52D3245E066B1DB3A86979CDC00,18294,265062.0
8E60292AA82F901C7A8D8CAC402487C6,18603,265061.0
